user_segment,city,cart_size_at_show,cart_value_at_show,discount_on_order,has_main_in_cart,has_drink_in_cart,has_dessert_in_cart,has_side_in_cart,item_category,item_price,item_popularity,is_complement_category,is_bestseller,is_ghost_kitchen,meal_slot,hour,is_weekend,is_festival_order,is_rainy_weather,rank_shown,city_tier,user_preference_drift,meal_complete_score,label,missing_drink,missing_dessert,split
5,7,3,1083.0,0.0,1,0,0,0,4,209.0,0.298,0,0,0,0,7,0,0,0,3,2,0,1,0,0,0,2
5,1,1,103.0,0.0,0,1,0,0,4,110.0,0.31,0,0,1,4,17,1,0,0,1,1,0,1,0,0,0,2
5,8,1,49.0,0.2,0,0,0,1,1,25.0,0.268,1,0,0,3,12,0,0,0,1,1,0,1,1,1,0,2
5,6,2,50.0,0.0,0,1,0,0,1,37.0,0.556,0,0,0,1,20,0,0,0,1,2,0,1,1,0,0,2
5,9,1,96.0,0.1,0,0,1,0,1,91.0,0.057,1,0,0,1,21,1,1,0,8,2,0,1,0,1,0,2
0,3,1,83.0,0.0,0,0,1,0,1,34.0,0.259,1,0,0,1,19,0,0,1,6,1,0,1,0,1,0,2
5,1,3,408.0,0.1,0,1,0,0,4,236.0,0.163,0,0,0,3,11,0,0,1,2,1,0,1,0,0,0,2
0,8,1,75.0,0.1,0,0,1,0,5,172.0,0.479,0,0,0,3,11,0,0,0,6,1,0,1,0,0,0,2
4,8,4,497.0,0.0,0,0,1,0,5,147.0,0.295,0,0,0,0,8,0,0,0,5,1,0,1,0,0,0,2
2,4,3,607.0,0.0,0,0,1,0,1,112.0,0.317,1,0,0,1,19,0,1,0,1,1,0,1,1,1,0,2
0,3,2,54.0,0.1,0,1,0,0,4,33.0,0.233,0,0,0,4,16,0,0,0,5,1,0,1,0,0,0,2
5,1,1,490.0,0.1,1,0,0,0,4,268.0,0.138,0,0,0,1,22,0,0,0,6,1,0,1,0,0,0,2
4,0,4,665.0,0.0,0,1,1,0,1,25.0,0.161,1,0,1,1,19,0,0,0,3,2,0,2,1,0,0,2
4,7,4,619.0,0.1,0,1,0,0,1,139.0,0.543,0,0,0,1,22,0,0,0,4,2,0,1,0,0,0,2
4,5,2,616.0,0.1,1,0,1,0,0,168.0,0.353,1,0,0,1,21,0,0,1,4,2,0,2,1,0,0,2
0,6,2,85.0,0.3,0,0,1,0,1,25.0,0.229,1,0,0,3,12,0,0,0,3,2,0,1,0,1,0,2
4,8,2,289.0,0.1,0,1,1,0,4,187.0,0.651,0,0,0,2,10,1,0,1,1,1,1,2,0,0,0,2
0,7,2,104.0,0.0,0,1,0,0,4,106.0,0.382,0,0,0,4,16,1,1,0,6,2,0,1,1,0,0,2
2,1,4,199.0,0.5,0,0,1,1,2,102.0,0.538,1,0,0,1,22,0,0,1,1,1,0,2,1,0,0,2
0,4,2,362.0,0.0,1,1,0,0,1,70.0,0.646,1,0,0,3,12,0,0,0,3,1,0,2,0,0,0,2
5,4,3,151.0,0.3,1,0,0,0,2,91.0,0.61,1,0,0,4,17,1,0,1,3,1,0,1,0,0,0,2
5,1,2,500.0,0.1,0,0,1,0,1,108.0,0.205,1,0,0,4,15,0,0,0,8,1,0,1,1,1,0,2
5,2,2,261.0,0.1,0,1,0,0,1,88.0,0.778,0,1,0,1,20,1,0,1,2,1,0,1,0,0,0,2
5,0,2,410.0,0.1,0,1,0,0,2,503.0,0.439,1,0,0,3,13,0,0,0,1,2,0,1,0,0,0,2
4,5,3,855.0,0.2,1,0,1,0,3,225.0,0.678,1,0,0,1,20,1,0,0,3,2,0,2,1,0,0,2
4,9,1,93.0,0.1,0,1,0,0,4,200.0,0.4,0,0,0,2,0,0,0,0,2,2,0,1,1,0,0,2
5,8,4,329.0,0.0,1,0,0,1,1,49.0,0.058,1,0,0,0,8,0,0,0,7,1,0,2,0,1,0,2
5,8,3,485.0,0.1,1,0,0,0,0,105.0,0.324,1,0,0,1,20,0,0,0,2,1,0,1,0,0,1,2
4,8,4,1030.0,0.1,0,0,1,1,4,231.0,0.2,0,0,0,3,11,1,0,0,3,1,0,2,0,0,0,2
3,4,2,257.0,0.1,0,1,1,0,1,25.0,0.532,1,0,0,1,22,1,0,0,1,1,0,2,1,0,0,2
4,6,3,975.0,0.2,1,0,1,0,3,173.0,0.193,1,0,0,0,7,0,0,0,1,2,1,2,0,0,0,2
4,7,4,350.0,0.0,0,1,1,1,5,188.0,0.229,0,0,0,1,20,0,0,1,3,2,0,3,0,0,0,2
5,6,1,399.0,0.0,1,0,0,0,5,240.0,0.244,0,0,0,3,11,1,0,1,2,2,0,1,0,0,0,2
5,3,3,177.0,0.0,1,1,0,0,0,41.0,0.041,1,0,0,3,11,1,0,0,3,1,0,2,0,0,1,2
5,4,2,30.0,0.3,0,0,1,0,0,67.0,0.106,1,0,0,4,16,0,0,0,4,1,0,1,1,0,0,2
5,8,3,85.0,0.3,0,0,1,1,0,39.0,0.018,0,0,0,3,12,0,0,0,3,1,0,2,0,0,0,2
4,8,3,125.0,0.1,0,1,0,0,0,82.0,0.688,1,0,0,1,18,0,0,0,3,1,0,1,0,0,1,2
0,9,1,47.0,0.1,0,0,0,0,3,49.0,0.482,1,0,0,4,17,0,0,0,3,2,0,0,0,0,0,2
4,3,3,175.0,0.0,0,1,0,0,4,124.0,0.564,0,0,0,3,13,0,0,0,2,1,0,1,0,0,0,2
4,1,3,506.0,0.0,0,1,0,0,4,154.0,0.588,0,0,0,2,23,0,1,0,5,1,0,1,0,0,0,2
4,8,1,223.0,0.0,0,0,1,0,3,194.0,0.397,0,0,0,1,19,0,0,0,9,1,0,1,0,0,0,2
5,5,3,103.0,0.2,0,1,0,0,0,52.0,0.485,1,0,1,0,6,0,0,0,5,2,0,1,0,0,1,2
4,1,3,662.0,0.0,0,0,1,1,1,100.0,0.763,1,1,0,1,19,0,0,1,4,1,0,2,1,1,0,2
5,3,3,818.0,0.0,0,0,0,1,5,220.0,0.264,0,0,0,1,20,1,0,0,5,1,0,1,0,0,0,2
3,3,2,94.0,0.0,0,0,1,0,1,25.0,0.437,1,0,1,2,1,0,0,0,2,1,0,1,0,1,0,2
5,4,1,97.0,0.2,0,0,0,1,2,158.0,0.512,1,0,0,1,18,0,0,0,3,1,0,1,0,0,0,2
4,8,2,339.0,0.1,1,0,1,0,2,240.0,0.466,0,0,0,4,16,0,0,0,5,1,0,2,0,0,0,2
5,1,1,54.0,0.0,0,1,0,0,0,117.0,0.231,1,0,0,0,9,0,0,1,2,1,0,1,1,0,1,2
1,5,1,49.0,0.0,0,0,0,1,2,100.0,0.59,1,0,0,3,12,0,0,1,8,2,0,1,0,0,0,2
0,9,2,637.0,0.0,0,0,1,0,0,204.0,0.13,0,0,0,1,18,1,0,1,6,2,0,1,0,0,0,2
5,3,1,112.0,0.1,0,0,0,0,1,33.0,0.244,1,0,0,1,19,0,0,1,4,1,0,0,0,1,0,2
4,8,2,680.0,0.1,1,0,0,1,1,188.0,0.155,1,0,0,3,13,0,0,0,4,1,0,2,0,1,0,2
0,4,1,34.0,0.0,0,0,0,1,2,429.0,0.205,1,0,0,3,13,0,0,0,5,1,0,1,0,0,0,2
5,8,2,72.0,0.0,0,1,1,0,1,37.0,0.341,1,0,1,3,12,1,1,0,3,1,0,2,0,0,0,2
4,9,2,862.0,0.0,1,0,0,0,5,329.0,0.539,0,0,0,1,19,0,0,0,4,2,0,1,0,0,0,2
5,2,3,341.0,0.3,0,1,0,1,1,70.0,0.416,1,0,1,1,22,0,1,0,4,1,0,2,1,0,0,2
3,0,2,427.0,0.2,1,0,1,0,0,101.0,0.479,1,0,1,2,2,0,0,0,7,2,0,2,1,0,0,2
2,8,5,661.0,0.0,1,0,1,1,5,167.0,0.26,0,0,0,1,22,0,1,0,6,1,0,3,1,0,0,2
0,5,2,122.0,0.0,1,0,0,0,5,69.0,0.22,0,0,1,0,8,0,0,0,4,2,0,1,0,0,0,2
4,8,1,250.0,0.1,0,0,0,0,1,94.0,0.165,1,0,0,2,10,0,0,0,1,1,0,0,1,1,0,2
5,8,2,955.0,0.1,1,0,0,0,4,247.0,0.532,0,0,0,3,13,0,1,0,4,1,0,1,1,0,0,2
3,8,2,177.0,0.0,0,1,0,0,2,245.0,0.614,1,0,0,4,16,0,1,0,3,1,0,1,0,0,0,2
5,4,3,611.0,0.0,0,0,1,1,4,166.0,0.416,0,0,0,1,19,0,0,0,3,1,0,2,1,0,0,2
5,4,2,242.0,0.2,0,0,1,0,4,109.0,0.319,0,0,0,3,12,0,0,1,2,1,0,1,1,0,0,2
4,5,4,1224.0,0.1,1,0,1,0,3,129.0,0.329,1,0,0,3,11,0,1,0,1,2,0,2,1,0,0,2
2,7,4,1034.0,0.1,0,0,1,0,0,319.0,0.713,1,0,0,1,21,1,1,0,4,2,0,1,1,0,0,2
0,8,1,49.0,0.2,0,0,0,0,1,49.0,0.389,1,0,0,3,11,0,0,0,4,1,0,0,0,1,0,2
5,8,1,247.0,0.1,0,0,1,0,1,94.0,0.165,1,0,0,1,20,0,0,0,4,1,0,1,0,1,0,2
1,3,3,114.0,0.3,0,1,0,0,0,61.0,0.113,1,0,0,3,14,0,0,0,2,1,0,1,0,0,1,2
5,8,2,389.0,0.1,0,1,0,1,2,453.0,0.62,1,0,0,1,22,0,0,1,1,1,0,2,1,0,0,2
1,9,1,83.0,0.1,1,0,0,0,4,49.0,0.345,0,0,0,0,9,0,0,1,5,2,0,1,0,0,0,2
5,7,1,56.0,0.0,0,0,1,0,0,52.0,0.543,0,0,0,4,15,1,0,0,1,2,0,1,0,0,0,2
4,1,1,78.0,0.0,0,1,0,0,5,275.0,0.308,0,0,0,2,10,0,0,0,1,1,0,1,0,0,0,2
0,2,1,256.0,0.1,0,0,0,0,1,66.0,0.301,1,0,0,1,19,0,0,1,4,1,0,0,0,1,0,2
5,4,3,287.0,0.1,1,1,1,0,5,116.0,0.108,0,0,0,2,23,0,0,0,6,1,0,3,0,0,0,2
4,8,4,950.0,0.0,0,1,1,1,1,155.0,0.63,1,0,0,0,9,0,0,0,4,1,0,3,1,0,0,2
4,3,4,378.0,0.1,0,0,0,1,2,252.0,0.55,1,0,0,3,11,0,0,1,1,1,0,1,1,0,0,2
5,4,1,65.0,0.0,0,1,0,0,1,25.0,0.255,0,0,0,1,21,1,1,0,7,1,0,1,1,0,0,2
4,3,2,432.0,0.0,0,0,1,0,1,111.0,0.098,1,0,0,3,12,1,0,1,3,1,0,1,0,1,0,2
4,8,3,714.0,0.0,0,0,0,1,0,203.0,0.186,1,0,0,1,21,0,0,0,1,1,0,1,1,0,1,2
5,3,2,169.0,0.0,0,1,1,0,2,192.0,0.159,1,0,0,1,19,0,0,0,4,1,0,2,0,0,0,2
4,4,4,901.0,0.0,0,0,1,1,4,208.0,0.135,0,0,0,1,20,1,0,0,5,1,0,2,1,0,0,2
0,2,3,365.0,0.1,1,0,1,1,1,66.0,0.319,1,0,0,1,18,0,0,1,4,1,0,3,0,1,0,2
5,6,3,456.0,0.3,0,0,1,0,1,230.0,0.197,1,0,0,3,11,1,0,0,3,2,0,1,0,1,0,2
2,5,4,225.0,0.0,1,1,1,1,4,59.0,0.62,0,0,0,3,12,1,1,0,4,2,0,4,1,0,0,2
5,0,1,172.0,0.0,1,0,0,0,5,118.0,0.446,0,0,0,1,21,0,0,0,4,2,0,1,0,0,0,2
4,1,2,101.0,0.0,0,1,0,0,0,91.0,0.435,1,0,0,0,8,0,0,0,4,1,0,1,0,0,1,2
3,1,2,386.0,0.0,1,0,1,0,2,203.0,0.686,0,0,0,2,1,0,0,0,1,1,0,2,1,0,0,2
4,1,3,442.0,0.0,0,1,1,0,4,183.0,0.158,0,0,0,4,17,0,0,0,3,1,0,2,0,0,0,2
0,9,2,361.0,0.0,1,0,0,0,0,115.0,0.593,1,0,0,1,22,0,0,0,4,2,0,1,1,0,1,2
5,4,3,499.0,0.0,0,1,1,0,5,277.0,0.509,0,0,0,3,12,1,0,0,1,1,0,2,1,0,0,2
5,7,1,213.0,0.1,1,0,0,0,2,166.0,0.261,0,0,0,3,13,0,0,0,9,2,0,1,0,0,0,2
3,9,2,86.0,0.1,0,0,1,1,1,34.0,0.043,1,0,0,1,22,0,1,0,3,2,0,2,1,1,0,2
4,8,1,25.0,0.0,0,1,0,0,4,217.0,0.352,0,0,0,4,17,0,1,0,7,1,0,1,0,0,0,2
3,3,4,199.0,0.0,0,1,1,0,1,33.0,0.226,1,0,0,1,22,1,1,0,2,1,0,2,0,0,0,2
5,1,3,360.0,0.2,0,0,1,0,1,132.0,0.196,1,0,1,1,22,1,1,0,2,1,0,1,1,1,0,2
4,4,2,156.0,0.1,1,0,0,0,1,25.0,0.143,1,0,0,3,12,0,1,0,3,1,0,1,0,1,0,2
4,6,3,996.0,0.0,1,0,0,1,1,103.0,0.416,1,0,0,3,12,0,0,1,3,2,0,2,0,1,0,2
4,3,4,983.0,0.0,0,1,0,0,1,105.0,0.691,1,0,1,1,19,0,0,0,5,1,0,1,1,0,0,2
4,4,4,236.0,0.0,0,1,0,0,1,83.0,0.443,0,0,0,4,16,0,0,0,2,1,0,1,1,0,0,2
5,8,3,337.0,0.1,1,1,0,0,5,176.0,0.427,0,0,0,1,20,1,0,0,4,1,0,2,0,0,0,2
5,8,3,99.0,0.2,0,1,0,1,2,90.0,0.404,1,0,0,3,12,1,0,0,6,1,0,2,0,0,0,2
2,1,4,319.0,0.0,0,1,0,0,4,101.0,0.167,0,0,0,3,13,0,0,0,1,1,0,1,0,0,0,2
4,5,3,878.0,0.2,1,0,0,1,2,461.0,0.444,1,0,0,3,12,0,0,0,7,2,0,2,1,0,0,2
3,7,2,117.0,0.1,0,1,0,1,3,88.0,0.652,0,0,0,1,20,0,0,0,2,2,0,2,0,0,0,2
2,9,4,264.0,0.0,1,1,1,1,5,76.0,0.338,0,0,0,0,8,0,0,1,5,2,0,4,0,0,0,2
4,9,4,242.0,0.2,1,1,1,0,1,33.0,0.288,1,0,0,3,12,1,0,1,4,2,0,3,1,0,0,2
4,4,4,487.0,0.3,0,0,0,1,3,109.0,0.424,1,0,0,1,19,0,0,0,5,1,0,1,0,0,0,2
4,7,4,571.0,0.0,1,1,0,0,3,94.0,0.122,1,0,0,2,23,1,0,0,4,2,0,2,0,0,0,2
5,0,2,27.0,0.3,0,0,0,1,1,25.0,0.13,1,0,0,3,12,1,0,0,6,2,0,1,1,1,0,2
3,0,4,930.0,0.3,0,0,1,1,5,230.0,0.77,0,1,0,1,19,0,0,1,1,2,0,2,0,0,0,2
5,4,3,197.0,0.3,1,0,0,1,2,213.0,0.307,1,0,0,4,16,0,1,0,7,1,0,2,1,0,0,2
4,8,3,870.0,0.2,1,0,0,1,2,359.0,0.143,1,0,0,4,17,0,0,0,2,1,0,2,1,0,0,2
5,6,3,752.0,0.0,0,0,0,0,4,282.0,0.215,0,0,0,1,21,1,0,1,4,2,0,0,0,0,0,2
4,1,4,825.0,0.2,1,1,0,1,3,179.0,0.425,1,0,0,0,6,0,0,0,3,1,1,3,1,0,0,2
4,5,4,1109.0,0.1,1,0,0,1,2,396.0,0.732,1,1,0,3,12,0,0,0,5,2,0,2,1,0,0,2
4,1,3,220.0,0.1,0,1,0,1,2,215.0,0.121,1,0,0,0,6,0,0,0,4,1,0,2,0,0,0,2
4,8,3,122.0,0.1,0,1,1,0,1,25.0,0.393,1,0,0,4,15,0,1,0,3,1,0,2,1,0,0,2
5,5,2,89.0,0.1,0,0,1,0,0,47.0,0.482,1,0,0,1,20,1,0,0,1,2,0,1,1,0,0,2
0,3,1,54.0,0.0,0,1,0,0,4,129.0,0.145,0,0,0,1,21,0,1,0,3,1,0,1,1,0,0,2
5,8,1,51.0,0.2,0,0,0,0,1,27.0,0.517,1,0,0,4,16,1,0,0,7,1,0,0,1,1,0,2
4,5,2,291.0,0.1,0,1,1,0,2,477.0,0.258,1,0,0,3,11,0,0,0,3,2,0,2,0,0,0,2
4,3,4,968.0,0.3,0,0,0,0,1,191.0,0.252,1,0,1,3,13,0,0,0,2,1,0,0,1,1,0,2
4,1,2,155.0,0.0,0,1,0,1,4,97.0,0.588,0,0,0,3,14,0,0,1,8,1,0,2,0,0,0,2
5,6,2,264.0,0.3,0,0,1,0,0,100.0,0.498,1,0,0,3,12,0,0,1,5,2,0,1,1,0,0,2
4,8,4,876.0,0.0,0,0,1,1,3,104.0,0.259,1,0,0,1,20,1,0,0,7,1,0,2,1,0,0,2
5,0,3,242.0,0.0,0,1,1,0,5,68.0,0.475,0,0,0,1,20,0,0,0,4,2,0,2,0,0,0,2
5,1,2,377.0,0.0,0,1,0,0,1,145.0,0.132,1,0,0,3,11,0,0,1,4,1,0,1,0,0,0,2
4,1,2,305.0,0.2,0,1,1,0,4,234.0,0.182,0,0,0,4,16,0,0,0,1,1,0,2,0,0,0,2
4,8,4,633.0,0.2,1,1,1,0,0,91.0,0.218,1,0,0,3,12,0,0,0,1,1,0,3,1,0,0,2
5,0,4,367.0,0.3,1,1,0,0,0,79.0,0.381,1,0,0,0,9,0,0,0,3,2,0,2,1,0,1,2
4,6,1,75.0,0.2,0,0,0,1,2,211.0,0.69,1,0,0,3,13,1,1,0,2,2,0,1,1,0,0,2
0,1,2,492.0,0.2,0,0,1,0,3,311.0,0.518,1,0,0,1,22,0,0,0,6,1,0,1,0,0,0,2
5,3,2,63.0,0.1,0,0,1,0,1,25.0,0.373,1,0,0,4,17,0,0,0,4,1,0,1,1,1,0,2
0,8,2,217.0,0.0,1,0,1,0,5,152.0,0.354,0,0,0,1,19,0,0,1,8,1,0,2,0,0,0,2
4,7,3,370.0,0.1,0,0,0,1,4,110.0,0.447,0,0,0,1,21,0,0,0,6,2,0,1,1,0,0,2
5,8,4,520.0,0.0,1,0,1,1,5,120.0,0.724,0,1,0,3,12,0,0,0,3,1,0,3,1,0,0,2
4,1,4,263.0,0.3,1,0,0,1,2,84.0,0.319,1,0,0,1,19,0,0,0,5,1,0,2,0,0,0,2
4,3,3,437.0,0.1,0,0,0,1,1,169.0,0.395,1,0,0,2,10,0,1,0,7,1,0,1,1,1,0,2
0,1,4,509.0,0.3,1,0,1,1,2,261.0,0.313,1,0,1,1,21,1,0,1,2,1,0,3,0,0,0,2
0,3,1,41.0,0.1,0,1,0,0,5,49.0,0.11,0,0,0,1,18,0,0,0,3,1,0,1,0,0,0,2
4,4,2,184.0,0.2,0,1,1,0,1,46.0,0.14,1,0,0,3,14,0,0,0,2,1,0,2,1,0,0,2
0,9,1,117.0,0.2,0,0,0,0,4,107.0,0.549,0,0,0,3,12,0,0,0,4,2,0,0,0,0,0,2
5,1,1,49.0,0.2,0,0,0,0,1,37.0,0.541,1,0,0,0,8,0,1,0,4,1,0,0,1,1,0,2
5,4,1,49.0,0.0,0,0,1,0,5,155.0,0.128,0,0,0,1,18,0,0,0,1,1,0,1,0,0,0,2
5,1,2,169.0,0.2,0,1,1,0,0,85.0,0.593,1,0,0,3,12,0,1,0,7,1,0,2,0,0,0,2
0,8,2,96.0,0.0,0,1,0,0,4,65.0,0.42,0,0,0,1,20,0,0,0,4,1,0,1,0,0,0,2
0,3,2,185.0,0.2,0,0,0,1,0,56.0,0.117,1,0,0,3,14,0,0,0,8,1,0,1,0,0,1,2
0,5,3,123.0,0.3,0,1,0,0,0,142.0,0.118,1,0,0,2,10,1,0,0,6,2,0,1,0,0,1,2
3,7,2,813.0,0.2,1,0,0,0,4,209.0,0.298,0,0,0,4,17,0,0,0,3,2,0,1,0,0,0,2
5,9,3,99.0,0.2,0,1,0,0,1,29.0,0.197,1,0,0,3,13,1,1,0,2,2,0,1,0,0,0,2
5,7,2,34.0,0.3,1,0,0,0,1,26.0,0.222,1,0,0,1,21,0,1,0,1,2,0,1,0,1,0,2
3,8,1,92.0,0.0,0,0,1,0,5,114.0,0.087,0,0,0,3,14,1,1,0,2,1,0,1,1,0,0,2
5,3,1,49.0,0.2,0,0,0,0,0,51.0,0.462,0,0,0,3,13,0,0,0,6,1,0,0,0,0,1,2
4,2,3,103.0,0.1,0,1,0,1,2,103.0,0.406,1,0,0,0,8,0,0,0,1,1,0,2,0,0,0,2
5,3,3,359.0,0.0,1,0,1,0,3,124.0,0.611,1,0,0,2,23,0,0,0,1,1,0,2,0,0,0,2
5,4,1,90.0,0.0,1,0,0,0,2,102.0,0.103,0,0,0,3,14,0,1,0,5,1,0,1,0,0,0,2
4,7,4,517.0,0.1,1,1,0,0,3,83.0,0.23,1,0,0,3,13,0,0,0,4,2,0,2,0,0,0,2
5,9,3,270.0,0.1,0,1,1,0,1,67.0,0.184,1,0,0,1,21,0,0,0,3,2,0,2,0,0,0,2
2,2,4,206.0,0.1,1,1,0,1,1,25.0,0.324,1,0,0,0,6,0,1,0,1,1,0,3,0,0,0,2
4,1,2,366.0,0.1,1,0,0,1,2,217.0,0.34,1,0,0,4,15,0,0,0,2,1,0,2,0,0,0,2
4,3,4,386.0,0.0,0,1,0,0,1,107.0,0.588,0,0,0,0,7,0,0,0,2,1,1,1,0,0,0,2
5,9,3,352.0,0.0,0,1,0,0,4,146.0,0.412,0,0,0,3,11,0,0,1,2,2,0,1,0,0,0,2
5,4,4,825.0,0.0,0,1,1,0,2,509.0,0.506,1,0,0,3,14,0,1,0,2,1,0,2,1,0,0,2
0,4,2,158.0,0.0,0,1,0,0,3,86.0,0.075,0,0,0,1,20,1,0,0,3,1,0,1,0,0,0,2
5,1,2,189.0,0.0,0,1,0,0,4,265.0,0.426,0,0,0,1,19,0,0,1,3,1,0,1,0,0,0,2
2,2,4,182.0,0.0,1,1,0,1,2,91.0,0.299,1,0,0,0,9,0,0,1,4,1,0,3,0,0,0,2
4,1,2,313.0,0.0,1,0,0,0,5,110.0,0.775,0,1,0,3,11,0,0,0,2,1,0,1,0,0,0,2
3,4,2,174.0,0.0,0,0,1,1,3,56.0,0.049,0,0,1,2,2,1,0,0,2,1,0,2,0,0,0,2
5,2,3,180.0,0.0,1,0,0,1,5,72.0,0.118,0,0,0,1,20,0,0,0,5,1,0,2,0,0,0,2
3,8,2,86.0,0.5,1,0,0,0,3,33.0,0.482,1,0,0,2,3,0,0,0,2,1,0,1,0,0,0,2
5,3,1,101.0,0.1,0,1,0,0,1,83.0,0.584,0,0,0,3,12,0,0,0,4,1,0,1,0,0,0,2
4,9,3,919.0,0.1,0,0,1,0,2,457.0,0.475,1,0,0,1,18,0,1,0,2,2,0,1,1,0,0,2
4,4,3,971.0,0.2,1,1,0,0,2,395.0,0.265,1,0,0,1,21,1,0,1,1,1,0,2,1,0,0,2
1,8,2,25.0,0.3,0,1,0,1,5,47.0,0.733,0,1,0,1,20,0,0,0,7,1,0,2,0,0,0,2
0,4,2,285.0,0.1,1,0,0,1,2,227.0,0.511,1,0,0,3,14,1,0,0,6,1,0,2,1,0,0,2
5,8,3,136.0,0.0,0,0,1,0,0,61.0,0.578,1,0,1,3,12,0,0,1,5,1,0,1,1,0,0,2
4,8,3,297.0,0.0,0,1,0,0,3,102.0,0.301,1,0,0,1,20,0,0,0,4,1,0,1,0,0,0,2
4,2,1,67.0,0.2,0,1,0,0,4,102.0,0.737,0,1,0,1,20,0,0,1,6,1,0,1,0,0,0,2
4,4,2,150.0,0.2,0,1,0,0,4,119.0,0.569,0,0,0,1,20,0,1,0,1,1,0,1,1,0,0,2
4,6,3,330.0,0.0,0,0,1,1,0,112.0,0.147,0,0,0,0,9,0,0,1,5,2,0,2,0,0,0,2
2,1,5,1059.0,0.0,0,1,1,0,4,155.0,0.206,0,0,1,3,12,0,0,0,4,1,0,2,1,0,0,2
5,2,1,194.0,0.0,0,0,1,0,3,143.0,0.336,0,0,0,1,21,0,0,0,1,1,0,1,0,0,0,2
5,6,2,247.0,0.0,1,1,0,0,3,50.0,0.296,1,0,0,1,20,0,0,1,4,2,0,2,0,0,0,2
4,3,3,295.0,0.1,0,1,0,0,4,109.0,0.559,0,0,1,3,14,0,0,0,5,1,0,1,0,0,0,2
0,7,4,857.0,0.0,0,0,1,0,0,260.0,0.564,1,0,0,1,22,0,0,0,5,2,0,1,0,0,0,2
0,6,1,34.0,0.0,0,1,0,0,4,57.0,0.392,0,0,0,1,20,0,0,0,4,2,0,1,0,0,0,2
0,6,2,245.0,0.1,0,0,0,1,2,204.0,0.471,1,0,0,2,1,1,0,1,2,2,0,1,1,0,0,2
3,8,2,155.0,0.0,1,0,1,0,3,50.0,0.113,1,0,0,1,19,0,0,1,1,1,0,2,0,0,0,2
4,3,2,310.0,0.0,0,1,0,0,4,231.0,0.654,0,0,0,1,21,0,1,0,3,1,0,1,1,0,0,2
4,1,2,151.0,0.3,0,0,1,0,4,331.0,0.563,0,0,1,1,19,0,0,0,8,1,0,1,0,0,0,2
5,9,2,144.0,0.0,0,1,1,0,2,196.0,0.124,1,0,0,4,15,1,0,0,1,2,0,2,0,0,0,2
0,8,3,335.0,0.0,0,0,0,1,5,141.0,0.523,0,0,0,0,9,1,0,0,8,1,0,1,0,0,0,2
3,3,4,118.0,0.1,0,1,0,0,4,43.0,0.063,0,0,1,1,20,0,0,0,3,1,0,1,0,0,0,2
3,4,3,553.0,0.0,0,0,0,1,5,380.0,0.04,0,0,0,1,22,1,1,0,5,1,0,1,0,0,0,2
4,7,4,410.0,0.2,0,1,1,0,0,55.0,0.282,1,0,1,3,12,1,0,0,5,2,0,2,0,0,0,2
5,8,3,162.0,0.2,1,0,1,0,3,39.0,0.324,1,0,0,1,22,0,0,1,3,1,0,2,0,0,0,2
5,2,2,181.0,0.0,0,0,0,1,3,78.0,0.17,1,0,0,3,14,0,0,0,6,1,0,1,1,0,0,2
5,3,1,111.0,0.2,0,0,0,0,0,132.0,0.465,1,0,1,4,16,0,0,0,1,1,0,0,1,0,1,2
5,2,1,104.0,0.0,1,0,0,0,0,51.0,0.769,1,1,0,4,16,0,0,0,4,1,0,1,0,0,1,2
4,5,3,325.0,0.1,0,0,1,1,5,155.0,0.326,0,0,1,3,12,0,1,0,3,2,0,2,0,0,0,2
5,2,3,135.0,0.0,0,0,1,0,5,69.0,0.655,0,0,0,4,15,1,1,0,6,1,0,1,1,0,0,2
0,9,1,25.0,0.0,0,1,0,0,1,34.0,0.043,0,0,0,0,6,1,1,0,4,2,0,1,0,0,0,2
4,2,3,248.0,0.1,0,0,0,1,2,199.0,0.503,1,0,0,1,20,0,1,0,4,1,0,1,1,0,0,2
3,3,3,126.0,0.1,0,1,0,0,1,47.0,0.635,1,0,0,2,23,0,1,0,6,1,0,1,0,0,0,2
5,9,4,556.0,0.0,1,0,0,1,0,137.0,0.681,1,0,0,3,12,1,1,0,3,2,0,2,1,0,1,2
0,7,1,32.0,0.0,0,1,0,0,4,44.0,0.714,0,0,1,1,21,1,0,1,1,2,0,1,0,0,0,2
5,9,4,238.0,0.3,1,0,0,1,2,125.0,0.809,1,1,0,0,7,0,0,1,2,2,0,2,1,0,0,2
4,0,2,465.0,0.0,0,0,0,0,2,567.0,0.07,1,0,0,2,10,0,1,0,1,2,0,0,0,0,0,2
3,9,2,111.0,0.0,0,0,0,0,2,63.0,0.765,1,1,0,2,3,0,0,0,1,2,0,0,0,0,0,2
2,1,6,1046.0,0.1,0,1,1,0,0,211.0,0.32,1,0,1,3,11,0,1,0,1,1,0,2,1,0,0,2
3,3,1,520.0,0.1,1,0,0,0,2,384.0,0.185,0,0,0,3,12,0,0,1,4,1,0,1,0,0,0,2
4,2,2,206.0,0.0,0,1,0,0,1,132.0,0.307,1,0,0,1,22,1,0,1,3,1,0,1,0,0,0,2
0,8,1,25.0,0.2,0,0,0,1,0,44.0,0.157,0,0,0,1,21,0,0,0,7,1,0,1,0,0,1,2
5,0,3,125.0,0.1,0,1,0,0,2,89.0,0.317,1,0,0,2,10,0,0,0,1,2,0,1,1,0,0,2
